Country,ESTJ-A,ESFJ-A,INFP-T,ESFJ-T,ENFP-T,ENFP-A,ESTJ-T,ISFJ-T,ENFJ-A,ESTP-A,ISTJ-A,INTP-T,INFJ-T,ISFP-T,ENTJ-A,ESTP-T,ISTJ-T,ESFP-T,ENTP-A,ESFP-A,INTJ-T,ISFJ-A,INTP-A,ENTP-T,ISTP-T,ENTJ-T,ISTP-A,INFP-A,ENFJ-T,INTJ-A,ISFP-A,INFJ-A
Sweden,0.0319,0.04650000000000001,0.11460000000000001,0.0292,0.081,0.057300000000000004,0.01,0.0371,0.0302,0.020499999999999997,0.0218,0.040999999999999995,0.0564,0.0319,0.02,0.0079,0.015,0.0225,0.0345,0.029500000000000002,0.022400000000000003,0.0222,0.030899999999999997,0.0239,0.0124,0.0105,0.0154,0.0313,0.0342,0.0223,0.0182,0.0175
Switzerland,0.0384,0.0501,0.1112,0.029900000000000003,0.0837,0.0649,0.011699999999999999,0.0347,0.037200000000000004,0.0189,0.0197,0.0374,0.0547,0.024399999999999998,0.0246,0.0072,0.013500000000000002,0.0207,0.036000000000000004,0.0273,0.0215,0.022099999999999998,0.0281,0.0256,0.0088,0.0124,0.011000000000000001,0.033,0.0383,0.0199,0.0144,0.018500000000000003
Syria,0.0392,0.025699999999999997,0.08410000000000001,0.028900000000000002,0.0661,0.0344,0.0217,0.024300000000000002,0.027999999999999997,0.0169,0.0177,0.0576,0.0479,0.0195,0.0352,0.018500000000000003,0.018799999999999997,0.024,0.042800000000000005,0.014199999999999999,0.0482,0.0129,0.0404,0.0481,0.0161,0.0339,0.0148,0.020099999999999996,0.0429,0.0341,0.0084,0.0148
Tajikistan,0.0512,0.08869999999999999,0.099,0.040999999999999995,0.0819,0.057999999999999996,0.0239,0.0512,0.0239,0.0102,0.0171,0.0239,0.0273,0.0478,0.020499999999999997,0.0171,0.020499999999999997,0.030699999999999998,0.0478,0.0239,0.020499999999999997,0.020499999999999997,0.0171,0.0102,0.020499999999999997,0.0171,0.0137,0.0171,0.0171,0.0137,0.020499999999999997,0.0068000000000000005
Thailand,0.031200000000000002,0.0673,0.09539999999999998,0.0435,0.0729,0.0484,0.0168,0.048600000000000004,0.033,0.0149,0.0216,0.028300000000000002,0.0489,0.041299999999999996,0.014499999999999999,0.0118,0.0196,0.0362,0.0183,0.036000000000000004,0.018000000000000002,0.0355,0.0172,0.0187,0.0138,0.011000000000000001,0.0111,0.030899999999999997,0.0358,0.0155,0.0232,0.0207
Trinidad and Tobago,0.0301,0.0603,0.1144,0.0235,0.0638,0.0431,0.0108,0.0407,0.0416,0.0128,0.024399999999999998,0.0409,0.0649,0.032400000000000005,0.0196,0.009000000000000001,0.0169,0.0194,0.022099999999999998,0.024399999999999998,0.025,0.038900000000000004,0.0236,0.0233,0.0129,0.0115,0.0111,0.0349,0.0318,0.023399999999999997,0.0212,0.0271
Tunisia,0.0232,0.0255,0.12619999999999998,0.0177,0.0731,0.052199999999999996,0.0105,0.0181,0.037599999999999995,0.0151,0.011200000000000002,0.0783,0.0512,0.023799999999999998,0.028300000000000002,0.0095,0.0115,0.0155,0.051,0.015700000000000002,0.0348,0.0106,0.046799999999999994,0.0449,0.012,0.016200000000000003,0.010700000000000001,0.0361,0.0333,0.030299999999999997,0.0102,0.018600000000000002
Turkey,0.0388,0.0345,0.10460000000000001,0.028300000000000002,0.0787,0.040999999999999995,0.020099999999999996,0.0255,0.027000000000000003,0.0218,0.0174,0.0647,0.048799999999999996,0.025099999999999997,0.029300000000000003,0.0148,0.018000000000000002,0.0236,0.042800000000000005,0.018799999999999997,0.0327,0.013000000000000001,0.0338,0.0429,0.0137,0.0226,0.0116,0.0207,0.0392,0.0231,0.0109,0.012199999999999999
Uganda,0.0455,0.09630000000000001,0.0647,0.043899999999999995,0.059500000000000004,0.046799999999999994,0.0196,0.0463,0.0416,0.0173,0.0241,0.022799999999999997,0.042800000000000005,0.0329,0.0204,0.0125,0.0179,0.030299999999999997,0.022099999999999998,0.0344,0.0171,0.039599999999999996,0.0184,0.0218,0.0121,0.0139,0.009300000000000001,0.0298,0.031,0.0189,0.0217,0.024700000000000003
Ukraine,0.0593,0.0475,0.0808,0.024300000000000002,0.0636,0.0341,0.021099999999999997,0.0304,0.031,0.0219,0.0311,0.0608,0.042,0.0219,0.0349,0.0134,0.0242,0.0165,0.039,0.0161,0.0334,0.0216,0.0356,0.034300000000000004,0.0171,0.0209,0.021099999999999997,0.0189,0.0282,0.029300000000000003,0.011399999999999999,0.0141
United Arab Emirates,0.0405,0.0684,0.0973,0.0415,0.0868,0.0487,0.0178,0.037599999999999995,0.0391,0.0172,0.015300000000000001,0.030600000000000002,0.049800000000000004,0.0355,0.022400000000000003,0.012,0.015,0.0325,0.0269,0.0281,0.0175,0.0241,0.0177,0.026099999999999998,0.0116,0.0155,0.0095,0.0241,0.044199999999999996,0.0144,0.015300000000000001,0.0173
United Kingdom,0.026000000000000002,0.0492,0.13570000000000002,0.0388,0.0943,0.049400000000000006,0.01,0.0529,0.030699999999999998,0.0148,0.016,0.039,0.0653,0.038,0.0152,0.0076,0.0143,0.0263,0.0253,0.0241,0.019,0.0233,0.020099999999999996,0.0232,0.0111,0.0106,0.0101,0.024399999999999998,0.0432,0.013300000000000001,0.0143,0.014499999999999999
Tanzania,0.0441,0.0666,0.081,0.039900000000000005,0.0753,0.0429,0.0225,0.038,0.0412,0.015300000000000001,0.0218,0.0281,0.048,0.0323,0.0297,0.0148,0.0197,0.030699999999999998,0.0256,0.0262,0.0166,0.0239,0.022099999999999998,0.0265,0.0137,0.017,0.0118,0.028900000000000002,0.0403,0.0191,0.016399999999999998,0.020099999999999996
United States,0.027000000000000003,0.0504,0.1208,0.0327,0.08310000000000001,0.0516,0.011000000000000001,0.0471,0.0339,0.0149,0.0199,0.036000000000000004,0.0567,0.034300000000000004,0.0155,0.0083,0.015700000000000002,0.0232,0.0242,0.024700000000000003,0.0175,0.0287,0.0213,0.0227,0.011200000000000002,0.0102,0.0113,0.029900000000000003,0.0371,0.0151,0.0172,0.018799999999999997
Uruguay,0.0203,0.0282,0.1537,0.0204,0.0824,0.0533,0.0098,0.029300000000000003,0.0298,0.0125,0.0197,0.064,0.0681,0.0275,0.0168,0.0072,0.0165,0.0172,0.0287,0.0165,0.0337,0.0183,0.0353,0.0242,0.013500000000000002,0.0116,0.0127,0.0358,0.0361,0.023,0.011699999999999999,0.022000000000000002
Uzbekistan,0.07719999999999999,0.049,0.060899999999999996,0.0363,0.0663,0.0354,0.0282,0.0463,0.030899999999999997,0.0209,0.03,0.0391,0.0336,0.0163,0.044500000000000005,0.0154,0.03,0.0209,0.0363,0.02,0.0245,0.0254,0.0236,0.042699999999999995,0.0163,0.0236,0.0127,0.0109,0.0345,0.02,0.0127,0.0154
Vanuatu,0.054400000000000004,0.050199999999999995,0.10039999999999999,0.0335,0.0711,0.058600000000000006,0.0126,0.0209,0.029300000000000003,0.0126,0.025099999999999997,0.0167,0.046,0.054400000000000004,0.0084,0.0084,0.0126,0.054400000000000004,0.0377,0.050199999999999995,0.0126,0.0418,0.0126,0.0126,0.0126,0.0042,0.0084,0.0209,0.050199999999999995,0.0209,0.0209,0.0377
Vietnam,0.0325,0.0617,0.11869999999999999,0.0407,0.0806,0.0387,0.015600000000000001,0.049100000000000005,0.0315,0.0152,0.0163,0.0371,0.0462,0.0536,0.0167,0.0139,0.0179,0.038,0.019799999999999998,0.0276,0.0177,0.0241,0.0179,0.023,0.0173,0.0115,0.0106,0.026000000000000002,0.0351,0.012,0.0182,0.015300000000000001
Yemen,0.0479,0.045,0.0862,0.0192,0.0805,0.0383,0.0115,0.0287,0.0268,0.0172,0.0239,0.0603,0.0489,0.0316,0.0268,0.015300000000000001,0.022000000000000002,0.0326,0.0374,0.0239,0.0354,0.0192,0.0326,0.0316,0.020099999999999996,0.023,0.015300000000000001,0.0239,0.0421,0.0192,0.0067,0.0067
Zambia,0.047599999999999996,0.08960000000000001,0.0711,0.035699999999999996,0.057800000000000004,0.0405,0.0154,0.0414,0.0436,0.015700000000000002,0.024300000000000002,0.0332,0.054400000000000004,0.0336,0.028999999999999998,0.010700000000000001,0.0163,0.0296,0.022799999999999997,0.0263,0.0192,0.0405,0.020099999999999996,0.0217,0.009899999999999999,0.014499999999999999,0.0104,0.026600000000000002,0.028999999999999998,0.023399999999999997,0.0206,0.0256
Zimbabwe,0.0408,0.0783,0.0864,0.0351,0.0674,0.046,0.0176,0.042300000000000004,0.0464,0.0152,0.0197,0.0341,0.0547,0.0294,0.031200000000000002,0.012,0.0175,0.025099999999999997,0.0262,0.0254,0.020099999999999996,0.0318,0.0175,0.0264,0.010700000000000001,0.0174,0.0097,0.024700000000000003,0.0373,0.0182,0.014199999999999999,0.021400000000000002
